"chart_position","chart_date","song","performer","song_id"
47,2021-11-27,"Run (Taylor's Version) (From The Vault)","Taylor Swift Featuring Ed Sheeran","Run (Taylor's Version) (From The Vault)Taylor Swift Featuring Ed Sheeran"
85,2021-11-27,"Sad Beautiful Tragic (Taylor's Version)","Taylor Swift","Sad Beautiful Tragic (Taylor's Version)Taylor Swift"
90,2021-11-27,"Starlight (Taylor's Version)","Taylor Swift","Starlight (Taylor's Version)Taylor Swift"
67,2021-11-27,"Stay Stay Stay (Taylor's Version)","Taylor Swift","Stay Stay Stay (Taylor's Version)Taylor Swift"
66,2021-11-27,"The Last Time (Taylor's Version)","Taylor Swift Featuring Gary Lightbody Of Snow Patrol","The Last Time (Taylor's Version)Taylor Swift Featuring Gary Lightbody Of Snow Patrol"
84,2021-11-27,"The Lucky One (Taylor's Version)","Taylor Swift","The Lucky One (Taylor's Version)Taylor Swift"
83,2021-11-27,"The Moment I Knew (Taylor's Version)","Taylor Swift","The Moment I Knew (Taylor's Version)Taylor Swift"
61,2021-11-27,"The Very First Night (Taylor's Version) (From The Vault)","Taylor Swift","The Very First Night (Taylor's Version) (From The Vault)Taylor Swift"
54,2021-11-27,"Treacherous (Taylor's Version)","Taylor Swift","Treacherous (Taylor's Version)Taylor Swift"
55,2021-11-27,"We Are Never Ever Getting Back Together (Taylor's Version)","Taylor Swift","We Are Never Ever Getting Back Together (Taylor's Version)Taylor Swift"
53,2021-12-04,"All Night Parking (Interlude)","Adele With Erroll Garner","All Night Parking (Interlude)Adele With Erroll Garner"
44,2021-12-04,"Cry Your Heart Out","Adele","Cry Your Heart OutAdele"
73,2021-12-04,"God's Country","State Of Mine & Drew Jacobs","God's CountryState Of Mine & Drew Jacobs"
49,2021-12-04,"Hold On","Adele","Hold OnAdele"
56,2021-12-04,"Love Is A Game","Adele","Love Is A GameAdele"
41,2021-12-04,"Strangers By Nature","Adele","Strangers By NatureAdele"
32,2021-12-04,"To Be Loved","Adele","To Be LovedAdele"
55,2021-12-04,"Woman Like Me","Adele","Woman Like MeAdele"
95,2021-12-11,"Always Been You","Jessie Murph","Always Been YouJessie Murph"
66,2021-12-18,"Don't Play","Polo G Featuring Lil Baby","Don't PlayPolo G Featuring Lil Baby"
98,2021-12-18,"Mercedes","Brent Faiyaz","MercedesBrent Faiyaz"
100,2021-12-18,"Partin Ways","Polo G","Partin WaysPolo G"
94,2021-12-18,"Start Up Again","Polo G Featuring Moneybagg Yo","Start Up AgainPolo G Featuring Moneybagg Yo"
87,2021-12-18,"Young N Dumb","Polo G","Young N DumbPolo G"
75,2021-12-25,"Doom","Juice WRLD","DoomJuice WRLD"
98,2021-12-25,"Feel Alone","Juice WRLD","Feel AloneJuice WRLD"
56,2021-12-25,"Feline","Juice WRLD, Polo G & Trippie Redd","FelineJuice WRLD, Polo G & Trippie Redd"
86,2021-12-25,"From My Window","Juice WRLD","From My WindowJuice WRLD"
29,2021-12-25,"Girl Of My Dreams","Juice WRLD & SUGA","Girl Of My DreamsJuice WRLD & SUGA"
76,2021-12-25,"Go Hard","Juice WRLD","Go HardJuice WRLD"
82,2021-12-25,"Man In The Mirror","A Boogie Wit da Hoodie","Man In The MirrorA Boogie Wit da Hoodie"
80,2021-12-25,"Not Enough","Juice WRLD","Not EnoughJuice WRLD"
87,2021-12-25,"Relocate","Juice WRLD","RelocateJuice WRLD"
63,2021-12-25,"Rockstar In His Prime","Juice WRLD","Rockstar In His PrimeJuice WRLD"
64,2021-12-25,"You Wouldn't Understand","Juice WRLD","You Wouldn't UnderstandJuice WRLD"
77,2022-01-01,"25 Million","Roddy Ricch","25 MillionRoddy Ricch"
91,2022-01-01,"Hibachi","Roddy Ricch Featuring Kodak Black & 21 Savage","HibachiRoddy Ricch Featuring Kodak Black & 21 Savage"
37,2022-01-01,"Linus & Lucy","Vince Guaraldi Trio","Linus & LucyVince Guaraldi Trio"
85,2022-01-01,"Moved To Miami","Roddy Ricch Featuring Lil Baby","Moved To MiamiRoddy Ricch Featuring Lil Baby"
95,2022-01-01,"Thailand","Roddy Ricch","ThailandRoddy Ricch"
79,2022-01-08,"Christmas Tree","V","Christmas TreeV"
93,2022-01-15,"Black Ball","YoungBoy Never Broke Again & Birdman","Black BallYoungBoy Never Broke Again & Birdman"
60,2022-01-22,"Best Friends","The Weeknd","Best FriendsThe Weeknd"
65,2022-01-22,"Dawn FM","The Weeknd","Dawn FMThe Weeknd"
92,2022-01-22,"Die Alone","Gunna & Chris Brown Featuring Yung Bleu","Die AloneGunna & Chris Brown Featuring Yung Bleu"
85,2022-01-22,"Don't Break My Heart","The Weeknd","Don't Break My HeartThe Weeknd"
93,2022-01-22,"Every Angel Is Terrifying","The Weeknd","Every Angel Is TerrifyingThe Weeknd"
86,2022-01-22,"Flooded","Gunna","FloodedGunna"
52,2022-01-22,"Here We Go... Again","The Weeknd Featuring Tyler, The Creator","Here We Go... AgainThe Weeknd Featuring Tyler, The Creator"
39,2022-01-22,"How Do I Make You Love Me?","The Weeknd","How Do I Make You Love Me?The Weeknd"
62,2022-01-22,"I Heard You're Married","The Weeknd Featuring Lil Wayne","I Heard You're MarriedThe Weeknd Featuring Lil Wayne"
68,2022-01-22,"Private Island","Gunna","Private IslandGunna"
70,2022-01-22,"South To West","Gunna","South To WestGunna"
79,2022-01-22,"Starry Eyes","The Weeknd","Starry EyesThe Weeknd"
72,2022-01-22,"You & Me","Gunna & Chloe","You & MeGunna & Chloe"
90,2022-01-29,"Surround Sound","JID Featuring 21 Savage & Baby Tate","Surround SoundJID Featuring 21 Savage & Baby Tate"
86,2022-02-05,"2Hoo","YoungBoy Never Broke Again","2HooYoungBoy Never Broke Again"
60,2022-02-05,"Bring It On","YoungBoy Never Broke Again","Bring It OnYoungBoy Never Broke Again"
89,2022-02-05,"Dis & That","YoungBoy Never Broke Again","Dis & ThatYoungBoy Never Broke Again"
72,2022-02-05,"Flossin'","Internet Money Featuring YoungBoy Never Broke Again","Flossin'Internet Money Featuring YoungBoy Never Broke Again"
74,2022-02-05,"Know Like I Know","YoungBoy Never Broke Again","Know Like I KnowYoungBoy Never Broke Again"
87,2022-02-05,"Long Live","YoungBoy Never Broke Again","Long LiveYoungBoy Never Broke Again"
73,2022-02-05,"Proud","Key Glock","ProudKey Glock"
97,2022-02-05,"Smoke One","YoungBoy Never Broke Again","Smoke OneYoungBoy Never Broke Again"
100,2022-02-12,"Colombia, Mi Encanto","Carlos Vives","Colombia, Mi EncantoCarlos Vives"
94,2022-02-12,"Infinity","Jaymes Young","InfinityJaymes Young"
72,2022-02-12,"Johnny P's Caddy","Benny The Butcher & J. Cole","Johnny P's CaddyBenny The Butcher & J. Cole"
86,2022-02-12,"Shotta Flow 6","NLE Choppa","Shotta Flow 6NLE Choppa"
89,2022-02-12,"Vice City","XXXTENTACION","Vice CityXXXTENTACION"
78,2022-02-19,"Black Summer","Red Hot Chili Peppers","Black SummerRed Hot Chili Peppers"
87,2022-02-19,"Doja","$NOT & A$AP Rocky","Doja$NOT & A$AP Rocky"
73,2022-02-19,"Scared Money","YG Featuring J. Cole & Moneybagg Yo","Scared MoneyYG Featuring J. Cole & Moneybagg Yo"
95,2022-02-26,"Stay Alive","Jung Kook","Stay AliveJung Kook"
91,2022-03-05,"Poppin","Yeat","PoppinYeat"
95,2022-03-05,"Pray","Jessie Murph","PrayJessie Murph"
90,2022-03-12,"I Wish","Kodak Black","I WishKodak Black"
81,2022-03-12,"Usain Boo","Kodak Black","Usain BooKodak Black"
96,2022-03-19,"Evil Twins","King Von & Lil Durk","Evil TwinsKing Von & Lil Durk"
92,2022-03-19,"Facetime","King Von Featuring G Herbo","FacetimeKing Von Featuring G Herbo"
89,2022-03-19,"Neighborhood Superstar","DaBaby & YoungBoy Never Broke Again","Neighborhood SuperstarDaBaby & YoungBoy Never Broke Again"
72,2022-03-19,"Publicity Stunt","Gucci Mane","Publicity StuntGucci Mane"
93,2022-03-19,"Straight To It","King Von Featuring Fivio Foreign","Straight To ItKing Von Featuring Fivio Foreign"
97,2022-03-19,"Trust Nothing","King Von Featuring Moneybagg Yo","Trust NothingKing Von Featuring Moneybagg Yo"
73,2022-03-19,"War","King Von","WarKing Von"
69,2022-03-26,"Blocklist","Lil Durk","BlocklistLil Durk"
73,2022-03-26,"Difference Is","Lil Durk Featuring Summer Walker","Difference IsLil Durk Featuring Summer Walker"
85,2022-03-26,"Federal Nightmares","Lil Durk","Federal NightmaresLil Durk"
65,2022-03-26,"Grow Up/Keep It On Speaker","Lil Durk","Grow Up/Keep It On SpeakerLil Durk"
58,2022-03-26,"Headtaps","Lil Durk","HeadtapsLil Durk"
53,2022-03-26,"Shootout @ My Crib","Lil Durk","Shootout @ My CribLil Durk"
46,2022-03-26,"Something In The Way","Nirvana","Something In The WayNirvana"
55,2022-03-26,"Started From","Lil Durk","Started FromLil Durk"
61,2022-04-02,"Computer Murderers","Lil Durk","Computer MurderersLil Durk"
99,2022-04-02,"IDGAF","BoyWithUke X blackbear","IDGAFBoyWithUke X blackbear"
57,2022-04-02,"Sometimes","Juice WRLD","SometimesJuice WRLD"
80,2022-04-09,"Chaotic","Tate McRae","ChaoticTate McRae"
89,2022-04-09,"Sigue","J Balvin & Ed Sheeran","SigueJ Balvin & Ed Sheeran"
58,2022-04-09,"We Go Up","Nicki Minaj & Fivio Foreign","We Go UpNicki Minaj & Fivio Foreign"
96,2022-04-16,"4KT Baby","YoungBoy Never Broke Again","4KT BabyYoungBoy Never Broke Again"
98,2022-04-16,"Blood All On It","Gucci Mane Featuring Key Glock & Young Dolph","Blood All On ItGucci Mane Featuring Key Glock & Young Dolph"
71,2022-04-16,"Stick","JID & J. Cole Featuring Kenny Mason & Sheck Wes","StickJID & J. Cole Featuring Kenny Mason & Sheck Wes"
62,2022-04-23,"London","BIA Featuring J. Cole","LondonBIA Featuring J. Cole"
100,2022-04-23,"Praise The Lord","BRELAND Featuring Thomas Rhett","Praise The LordBRELAND Featuring Thomas Rhett"
75,2022-04-23,"Psychofreak","Camila Cabello Featuring WILLOW","PsychofreakCamila Cabello Featuring WILLOW"
79,2022-04-23,"Thump Shit","42 Dugg & EST Gee","Thump Shit42 Dugg & EST Gee"
81,2022-04-23,"Treat Me","Chloe","Treat MeChloe"
83,2022-04-30,"GINE","6ix9ine","GINE6ix9ine"
100,2022-05-07,"Brambleton","Pusha T","BrambletonPusha T"
81,2022-05-07,"Dreamin Of The Past","Pusha T Featuring Kanye West","Dreamin Of The PastPusha T Featuring Kanye West"
57,2022-05-07,"Hold That Heat","Southside, Travis Scott & Future","Hold That HeatSouthside, Travis Scott & Future"
78,2022-05-07,"Rock N Roll","Pusha T Featuring Kanye West & Kid Cudi","Rock N RollPusha T Featuring Kanye West & Kid Cudi"
59,2022-05-07,"Scrape It Off","Pusha T Featuring Lil Uzi Vert & Don Toliver","Scrape It OffPusha T Featuring Lil Uzi Vert & Don Toliver"
58,2022-05-14,"Back To The Basics","Future","Back To The BasicsFuture"
26,2022-05-14,"Chickens","Future Featuring EST Gee","ChickensFuture Featuring EST Gee"
24,2022-05-14,"For A Nut","Future Featuring Gunna & Young Thug","For A NutFuture Featuring Gunna & Young Thug"
29,2022-05-14,"Gold Stacks","Future","Gold StacksFuture"
46,2022-05-14,"Holy Ghost","Future","Holy GhostFuture"
82,2022-05-14,"In The Stars","Benson Boone","In The StarsBenson Boone"
15,2022-05-14,"Keep It Burnin","Future Featuring Kanye West","Keep It BurninFuture Featuring Kanye West"
80,2022-05-14,"That That","PSY Featuring SUGA","That ThatPSY Featuring SUGA"
60,2022-05-14,"The Way Things Going","Future","The Way Things GoingFuture"
39,2022-05-14,"Voodoo","Future Featuring Kodak Black","VoodooFuture Featuring Kodak Black"
45,2022-05-14,"We Jus Wanna Get High","Future","We Jus Wanna Get HighFuture"
74,2022-05-21,"Agosto","Bad Bunny","AgostoBad Bunny"
88,2022-05-21,"I'd Do Anything To Make You Smile","Jack Harlow","I'd Do Anything To Make You SmileJack Harlow"
99,2022-05-21,"Poison","Jack Harlow Featuring Lil Wayne","PoisonJack Harlow Featuring Lil Wayne"
50,2022-05-21,"This Love (Taylor's Version)","Taylor Swift","This Love (Taylor's Version)Taylor Swift"
55,2022-05-21,"Un Verano Sin Ti","Bad Bunny","Un Verano Sin TiBad Bunny"
97,2022-05-21,"Young Harleezy","Jack Harlow","Young HarleezyJack Harlow"
47,2022-05-28,"Auntie Diaries","Kendrick Lamar","Auntie DiariesKendrick Lamar"
41,2022-05-28,"Crown","Kendrick Lamar","CrownKendrick Lamar"
55,2022-05-28,"Mirror","Kendrick Lamar","MirrorKendrick Lamar"
59,2022-05-28,"Mother I Sober","Kendrick Lamar Featuring Beth Gibbons","Mother I SoberKendrick Lamar Featuring Beth Gibbons"
40,2022-05-28,"Mr. Morale","Kendrick Lamar & Tanna Leone","Mr. MoraleKendrick Lamar & Tanna Leone"
22,2022-05-28,"Purple Hearts","Kendrick Lamar, Summer Walker & Ghostface Killah","Purple HeartsKendrick Lamar, Summer Walker & Ghostface Killah"
33,2022-05-28,"Rich (Interlude)","Kendrick Lamar","Rich (Interlude)Kendrick Lamar"
51,2022-05-28,"Savior (Interlude)","Kendrick Lamar","Savior (Interlude)Kendrick Lamar"
19,2022-05-28,"Worldwide Steppers","Kendrick Lamar","Worldwide SteppersKendrick Lamar"
97,2022-06-11,"Wild Hearts","Keith Urban","Wild HeartsKeith Urban"
100,2022-06-18,"Euthanasia","Post Malone","EuthanasiaPost Malone"
46,2022-06-18,"I Cannot Be (A Sadder Song)","Post Malone Featuring Gunna","I Cannot Be (A Sadder Song)Post Malone Featuring Gunna"
62,2022-06-18,"Insane","Post Malone","InsanePost Malone"
53,2022-06-18,"Lemon Tree","Post Malone","Lemon TreePost Malone"
70,2022-06-18,"Love/Hate Letter To Alcohol","Post Malone Featuring Fleet Foxes","Love/Hate Letter To AlcoholPost Malone Featuring Fleet Foxes"
54,2022-06-18,"Reputation","Post Malone","ReputationPost Malone"
56,2022-06-18,"Wasting Angels","Post Malone Featuring The Kid LAROI","Wasting AngelsPost Malone Featuring The Kid LAROI"
97,2022-06-18,"When I'm Alone","Post Malone","When I'm AlonePost Malone"
73,2022-06-25,"Run BTS","BTS","Run BTSBTS"
21,2022-07-02,"A Keeper","Drake","A KeeperDrake"
20,2022-07-02,"Calling My Name","Drake","Calling My NameDrake"
23,2022-07-02,"Currents","Drake","CurrentsDrake"
62,2022-07-02,"Down Hill","Drake","Down HillDrake"
28,2022-07-02,"Flight's Booked","Drake","Flight's BookedDrake"
47,2022-07-02,"Liability","Drake","LiabilityDrake"
42,2022-07-02,"Overdrive","Drake","OverdriveDrake"
66,2022-07-02,"Tie That Binds","Drake","Tie That BindsDrake"
92,2022-07-09,"Addicted","Chris Brown Featuring Lil Baby","AddictedChris Brown Featuring Lil Baby"
91,2022-07-09,"Burglars & Murderers","Lil Durk Featuring EST Gee","Burglars & MurderersLil Durk Featuring EST Gee"
76,2022-07-09,"Call Me Everyday","Chris Brown Featuring WizKid","Call Me EverydayChris Brown Featuring WizKid"
60,2022-07-09,"Carolina","Taylor Swift","CarolinaTaylor Swift"
95,2022-07-09,"Did Shit To Me","Lil Durk Featuring Doodie Lo","Did Shit To MeLil Durk Featuring Doodie Lo"
72,2022-07-09,"From The D 2 The LBC","Eminem & Snoop Dogg","From The D 2 The LBCEminem & Snoop Dogg"
67,2022-07-09,"Late To Da Party (F*CK BET)","Lil Nas X & Youngboy Never Broke Again","Late To Da Party (F*CK BET)Lil Nas X & Youngboy Never Broke Again"
98,2022-07-09,"Possessive","Chris Brown Featuring Lil Wayne & BLEU","PossessiveChris Brown Featuring Lil Wayne & BLEU"
78,2022-07-09,"Psychic","Chris Brown Featuring Jack Harlow","PsychicChris Brown Featuring Jack Harlow"
79,2022-07-09,"WE (Warm Embrace)","Chris Brown","WE (Warm Embrace)Chris Brown"
82,2022-07-16,"More","j-hope","Morej-hope"
99,2022-07-16,"Rich Minion","Yeat","Rich MinionYeat"
97,2022-07-23,"FYTB","Brent Faiyaz Featuring Joony","FYTBBrent Faiyaz Featuring Joony"
91,2022-07-23,"Ghetto Gatsby","Brent Faiyaz Featuring Alicia Keys","Ghetto GatsbyBrent Faiyaz Featuring Alicia Keys"
93,2022-07-23,"Heal Your Heart (Interlude)","Brent Faiyaz","Heal Your Heart (Interlude)Brent Faiyaz"
52,2022-07-23,"Loose Change","Brent Faiyaz","Loose ChangeBrent Faiyaz"
67,2022-07-23,"Price Of Fame","Brent Faiyaz","Price Of FameBrent Faiyaz"
84,2022-07-23,"Rolling Stone","Brent Faiyaz","Rolling StoneBrent Faiyaz"
96,2022-07-30,"Arson","j-hope","Arsonj-hope"
97,2022-08-06,"Are You Entertained","Russ & Ed Sheeran","Are You EntertainedRuss & Ed Sheeran"
91,2022-08-06,"Love Lost","Mac Miller","Love LostMac Miller"
65,2022-08-06,"Progress","John Rich","ProgressJohn Rich"
52,2022-08-06,"TV","Billie Eilish","TVBillie Eilish"
79,2022-08-06,"The 30th","Billie Eilish","The 30thBillie Eilish"
70,2022-08-13,"All Up In Your Mind","Beyonce","All Up In Your MindBeyonce"
69,2022-08-13,"America Has A Problem","Beyonce","America Has A ProblemBeyonce"
51,2022-08-13,"Heated","Beyonce","HeatedBeyonce"
55,2022-08-13,"Move","Beyonce Featuring Grace Jones & Tems","MoveBeyonce Featuring Grace Jones & Tems"
41,2022-08-13,"Plastic Off The Sofa","Beyonce","Plastic Off The SofaBeyonce"
64,2022-08-13,"Pure/Honey","Beyonce","Pure/HoneyBeyonce"
47,2022-08-13,"Summer Renaissance","Beyonce","Summer RenaissanceBeyonce"
53,2022-08-13,"Thique","Beyonce","ThiqueBeyonce"
43,2022-08-13,"Virgo's Groove","Beyonce","Virgo's GrooveBeyonce"
100,2022-08-20,"7 Days","YoungBoy Never Broke Again","7 DaysYoungBoy Never Broke Again"
96,2022-08-20,"Big 14","Trippie Redd, Moneybagg Yo & Offset","Big 14Trippie Redd, Moneybagg Yo & Offset"
68,2022-08-20,"Free Dem 5's","YoungBoy Never Broke Again","Free Dem 5'sYoungBoy Never Broke Again"
63,2022-08-20,"Fuck Da Industry","YoungBoy Never Broke Again","Fuck Da IndustryYoungBoy Never Broke Again"
83,2022-08-20,"Hold Your Own","YoungBoy Never Broke Again","Hold Your OwnYoungBoy Never Broke Again"
47,2022-08-20,"Home Ain't Home","YoungBoy Never Broke Again Featuring Rod Wave","Home Ain't HomeYoungBoy Never Broke Again Featuring Rod Wave"
46,2022-08-20,"I Know","YoungBoy Never Broke Again","I KnowYoungBoy Never Broke Again"
88,2022-08-20,"Kamikaze","YoungBoy Never Broke Again","KamikazeYoungBoy Never Broke Again"
75,2022-08-20,"Lost Soul Survivor","YoungBoy Never Broke Again","Lost Soul SurvivorYoungBoy Never Broke Again"
90,2022-08-20,"My Time","YoungBoy Never Broke Again","My TimeYoungBoy Never Broke Again"
86,2022-08-20,"Top Sound","YoungBoy Never Broke Again","Top SoundYoungBoy Never Broke Again"
37,2022-08-20,"Umm Hmm","YoungBoy Never Broke Again","Umm HmmYoungBoy Never Broke Again"
87,2022-08-27,"Budget","Megan Thee Stallion Featuring Latto","BudgetMegan Thee Stallion Featuring Latto"
96,2022-08-27,"Fading","Rod Wave","FadingRod Wave"
58,2022-08-27,"Forever","Rod Wave","ForeverRod Wave"
62,2022-08-27,"Her","Megan Thee Stallion","HerMegan Thee Stallion"
74,2022-08-27,"I Know It","Rod Wave","I Know ItRod Wave"
48,2022-08-27,"Never Get Over Me","Rod Wave","Never Get Over MeRod Wave"
71,2022-08-27,"No Deal","Rod Wave","No DealRod Wave"
86,2022-08-27,"Pieces","Rod Wave","PiecesRod Wave"
90,2022-08-27,"Rockstar Heart","Rod Wave","Rockstar HeartRod Wave"
66,2022-08-27,"Stone Rolling","Rod Wave","Stone RollingRod Wave"
95,2022-08-27,"Time Kills (Love Birds)","Rod Wave","Time Kills (Love Birds)Rod Wave"
82,2022-08-27,"Ungrateful","Megan Thee Stallion Featuring Key Glock","UngratefulMegan Thee Stallion Featuring Key Glock"
96,2022-09-03,"29","Demi Lovato","29Demi Lovato"
88,2022-09-03,"54321","Offset","54321Offset"
31,2022-09-10,"Big Time","DJ Khaled Featuring Future & Lil Baby","Big TimeDJ Khaled Featuring Future & Lil Baby"
77,2022-09-10,"It Ain't Safe","DJ Khaled Featuring Nardo Wick & Kodak Black","It Ain't SafeDJ Khaled Featuring Nardo Wick & Kodak Black"
55,2022-09-10,"Juice WRLD Did","DJ Khaled Featuring Juice WRLD","Juice WRLD DidDJ Khaled Featuring Juice WRLD"
57,2022-09-10,"Keep Going","DJ Khaled Featuring Lil Durk, 21 Savage & Roddy Ricch","Keep GoingDJ Khaled Featuring Lil Durk, 21 Savage & Roddy Ricch"
86,2022-09-10,"Let's Pray","DJ Khaled Featuring Don Toliver & Travis Scott","Let's PrayDJ Khaled Featuring Don Toliver & Travis Scott"
78,2022-09-10,"No Secret","DJ Khaled Featuring Drake","No SecretDJ Khaled Featuring Drake"
66,2022-09-10,"Party","DJ Khaled Featuring Quavo & Takeoff","PartyDJ Khaled Featuring Quavo & Takeoff"
49,2022-09-10,"Use This Gospel (Remix)","DJ Khaled Featuring Kanye West & Eminem","Use This Gospel (Remix)DJ Khaled Featuring Kanye West & Eminem"
100,2022-09-17,"Sin Fin","Romeo Santos & Justin Timberlake","Sin FinRomeo Santos & Justin Timberlake"
100,2022-09-24,"Burn, Burn, Burn","Zach Bryan","Burn, Burn, BurnZach Bryan"
77,2022-09-24,"Flawless","Yeat Featuring Lil Uzi Vert","FlawlessYeat Featuring Lil Uzi Vert"
95,2022-09-24,"Purge Me","YoungBoy Never Broke Again","Purge MeYoungBoy Never Broke Again"
98,2022-10-01,"Backstage Passes","EST Gee Featuring Jack Harlow","Backstage PassesEST Gee Featuring Jack Harlow"
91,2022-10-01,"Hell Yeah","Little Big Town","Hell YeahLittle Big Town"
93,2022-10-01,"Love In The Way","BLEU & Nicki Minaj","Love In The WayBLEU & Nicki Minaj"
96,2022-10-08,"Blow","Moneybagg Yo","BlowMoneybagg Yo"
98,2022-10-08,"Oklahoma Smoke Show","Zach Bryan","Oklahoma Smoke ShowZach Bryan"
99,2022-10-22,"Lokera","Rauw Alejandro, Lyanno & Brray","LokeraRauw Alejandro, Lyanno & Brray"
83,2022-10-22,"To The Bone","Quavo, Takeoff & YoungBoy Never Broke Again","To The BoneQuavo, Takeoff & YoungBoy Never Broke Again"
100,2022-10-22,"Walk","Kodak Black","WalkKodak Black"
68,2022-10-29,"Back And Forth","Lil Baby & EST Gee","Back And ForthLil Baby & EST Gee"
53,2022-10-29,"Bye Bye","Marshmello & Juice WRLD","Bye ByeMarshmello & Juice WRLD"
57,2022-10-29,"Cost To Be Alive","Lil Baby & Rylo Rodriguez","Cost To Be AliveLil Baby & Rylo Rodriguez"
69,2022-10-29,"Danger","Lil Baby","DangerLil Baby"
54,2022-10-29,"Double Down","Lil Baby","Double DownLil Baby"
61,2022-10-29,"Edging","Blink-182","EdgingBlink-182"
52,2022-10-29,"Everything","Lil Baby","EverythingLil Baby"
76,2022-10-29,"FR","Lil Baby","FRLil Baby"
80,2022-10-29,"No Fly Zone","Lil Baby","No Fly ZoneLil Baby"
70,2022-10-29,"Russian Roulette","Lil Baby","Russian RouletteLil Baby"
58,2022-10-29,"Shiest Talk","Lil Baby Featuring Pooh Shiesty","Shiest TalkLil Baby Featuring Pooh Shiesty"
81,2022-10-29,"Stop Playin","Lil Baby Featuring Jeremih","Stop PlayinLil Baby Featuring Jeremih"
64,2022-10-29,"Top Priority","Lil Baby","Top PriorityLil Baby"
45,2022-10-29,"Waterfall Flow","Lil Baby","Waterfall FlowLil Baby"
96,2022-11-12,"300 Blackout","Kodak Black","300 BlackoutKodak Black"
92,2022-11-12,"Ain't Safe","Trippie Redd & Don Toliver","Ain't SafeTrippie Redd & Don Toliver"
51,2022-11-12,"The Astronaut","JIN","The AstronautJIN"
83,2022-11-19,"My Mind & Me","Selena Gomez","My Mind & MeSelena Gomez"
88,2022-12-03,"Down In Atlanta","Pharrell Williams & Travis Scott","Down In AtlantaPharrell Williams & Travis Scott"
95,2022-12-03,"Got It Right","Rod Wave","Got It RightRod Wave"
66,2022-12-17,"All The Money (Bonus)","Metro Boomin & Gunna","All The Money (Bonus)Metro Boomin & Gunna"
59,2022-12-17,"Feel The Fiyaaaah","Metro Boomin & A$AP Rocky Featuring Takeoff","Feel The FiyaaaahMetro Boomin & A$AP Rocky Featuring Takeoff"
55,2022-12-17,"I Can't Save You (Interlude)","Metro Boomin & Future Featuring Don Toliver","I Can't Save You (Interlude)Metro Boomin & Future Featuring Don Toliver"
72,2022-12-17,"Lock On Me","Metro Boomin, Travis Scott & Future","Lock On MeMetro Boomin, Travis Scott & Future"
52,2022-12-17,"Walk Em Down (Don't Kill Civilians)","Metro Boomin & 21 Savage Featuring Mustafa","Walk Em Down (Don't Kill Civilians)Metro Boomin & 21 Savage Featuring Mustafa"
83,2022-12-17,"Wild Flower","RM With Youjeen","Wild FlowerRM With Youjeen"
76,2022-12-24,"Forgiveless","SZA Featuring Ol' Dirty Bastard","ForgivelessSZA Featuring Ol' Dirty Bastard"
62,2022-12-24,"Too Late","SZA","Too LateSZA"
97,2022-12-24,"Water (Drowning Pt. 2)","A Boogie Wit da Hoodie Featuring Kodak Black","Water (Drowning Pt. 2)A Boogie Wit da Hoodie Featuring Kodak Black"
92,2022-12-31,"Face 2 Face","Juice WRLD","Face 2 FaceJuice WRLD"
49,2022-12-31,"Linus And Lucy (Peanuts Theme)","Vince Guaraldi Trio","Linus And Lucy (Peanuts Theme)Vince Guaraldi Trio"
93,2023-01-21,"Black","YoungBoy Never Broke Again","BlackYoungBoy Never Broke Again"
100,2023-01-28,"King Snipe","Gucci Mane & Kodak Black","King SnipeGucci Mane & Kodak Black"
56,2023-01-28,"On Wat U On","Moneybagg Yo x GloRilla","On Wat U OnMoneybagg Yo x GloRilla"
76,2023-01-28,"Vibe","TAEYANG Featuring Jimin","VibeTAEYANG Featuring Jimin"
86,2023-02-04,"Fully Loaded","Trippie Redd, Future & Lil Baby","Fully LoadedTrippie Redd, Future & Lil Baby"
82,2023-02-04,"Gangsta Boo","Ice Spice & Lil Tjay","Gangsta BooIce Spice & Lil Tjay"
90,2023-02-04,"Krzy Train","Trippie Redd & Travis Scott","Krzy TrainTrippie Redd & Travis Scott"
84,2023-02-04,"Moonlight Sunrise","TWICE","Moonlight SunriseTWICE"
64,2023-02-04,"Red","HARDY Featuring Morgan Wallen","RedHARDY Featuring Morgan Wallen"
100,2023-02-04,"Spit In My Face!","ThxSoMch","Spit In My Face!ThxSoMch"
80,2023-02-11,"The Black Seminole.","Lil Yachty","The Black Seminole.Lil Yachty"
83,2023-02-18,"Watch The World Burn","Falling In Reverse","Watch The World BurnFalling In Reverse"
84,2023-02-25,"Fix'n To Break","Bailey Zimmerman","Fix'n To BreakBailey Zimmerman"
83,2023-03-04,"Lottery","Latto Featuring LU KALA","LotteryLatto Featuring LU KALA"
69,2023-03-04,"No Time Wasted","Polo G & Future","No Time WastedPolo G & Future"
94,2023-03-04,"Trustfall","P!nk","TrustfallP!nk"
96,2023-03-11,"Besties","Karol G","BestiesKarol G"
82,2023-03-11,"Cairo","Karol G & Ovy On The Drums","CairoKarol G & Ovy On The Drums"
100,2023-03-11,"Die 4 Me","Halsey","Die 4 MeHalsey"
88,2023-03-11,"Dirt","Key Glock","DirtKey Glock"
71,2023-03-11,"Gucci Los Panos","Karol G","Gucci Los PanosKarol G"
89,2023-03-11,"Joe","Luke Combs","JoeLuke Combs"
66,2023-03-11,"Kant Nobody","Lil Wayne Featuring DMX","Kant NobodyLil Wayne Featuring DMX"
